"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jan 31 15:10:44 GMT 2023","Tue Jan 31 15:10:46 GMT 2023","1794","tests","test_acp1","","","","test_go_to_gl7_from_acp1",""
"passed","Tue Jan 31 15:10:34 GMT 2023","Tue Jan 31 15:10:36 GMT 2023","1660","tests","test_acp1","","","","test_go_to_main_page_from_acp1",""
"passed","Tue Jan 31 15:12:19 GMT 2023","Tue Jan 31 15:12:20 GMT 2023","1464","tests","test_gl7","","","","test_click_on_logo_gl7",""
"passed","Tue Jan 31 15:12:01 GMT 2023","Tue Jan 31 15:12:03 GMT 2023","1587","tests","test_gl21","","","","test_go_to_gl21_from_gl21",""
"passed","Tue Jan 31 15:12:10 GMT 2023","Tue Jan 31 15:12:11 GMT 2023","1023","tests","test_gl21","","","","test_footer_information_gl21",""
"passed","Tue Jan 31 15:11:42 GMT 2023","Tue Jan 31 15:11:44 GMT 2023","1595","tests","test_gl21","","","","test_click_on_logo_gl21",""
"passed","Tue Jan 31 15:12:58 GMT 2023","Tue Jan 31 15:12:59 GMT 2023","732","tests","test_main","","","","test_go_to_main_page",""
"passed","Tue Jan 31 15:12:46 GMT 2023","Tue Jan 31 15:12:47 GMT 2023","1011","tests","test_gl7","","","","test_footer_information_gl7",""
"passed","Tue Jan 31 15:11:02 GMT 2023","Tue Jan 31 15:11:04 GMT 2023","1324","tests","test_acp1","","","","test_up_button_acp1",""
"passed","Tue Jan 31 15:10:58 GMT 2023","Tue Jan 31 15:10:59 GMT 2023","889","tests","test_acp1","","","","test_footer_information_acp1",""
"passed","Tue Jan 31 15:12:54 GMT 2023","Tue Jan 31 15:12:55 GMT 2023","833","tests","test_main","","","","test_click_on_logo_main",""
"passed","Tue Jan 31 15:10:30 GMT 2023","Tue Jan 31 15:10:31 GMT 2023","1775","tests","test_acp1","","","","test_click_on_logo_acp1",""
"passed","Tue Jan 31 15:12:06 GMT 2023","Tue Jan 31 15:12:07 GMT 2023","1699","tests","test_gl21","","","","test_go_to_acp1_from_gl21",""
"passed","Tue Jan 31 15:13:18 GMT 2023","Tue Jan 31 15:13:18 GMT 2023","86","tests","test_main","","","","test_footer_information_main",""
"passed","Tue Jan 31 15:12:32 GMT 2023","Tue Jan 31 15:12:34 GMT 2023","1551","tests","test_gl7","","","","test_go_to_gl7_from_gl7",""
"passed","Tue Jan 31 15:11:56 GMT 2023","Tue Jan 31 15:11:58 GMT 2023","1680","tests","test_gl21","","","","test_go_to_gl7_from_gl21",""
"passed","Tue Jan 31 15:13:02 GMT 2023","Tue Jan 31 15:13:03 GMT 2023","981","tests","test_main","","","","test_go_to_aqua_page",""
"passed","Tue Jan 31 15:12:14 GMT 2023","Tue Jan 31 15:12:16 GMT 2023","1270","tests","test_gl21","","","","test_up_button_gl21",""
"passed","Tue Jan 31 15:12:28 GMT 2023","Tue Jan 31 15:12:29 GMT 2023","1560","tests","test_gl7","","","","test_go_to_aqua_page_from_gl7",""
"passed","Tue Jan 31 15:11:25 GMT 2023","Tue Jan 31 15:11:26 GMT 2023","1760","tests","test_aqua","","","","test_go_to_gl21_from_aqua",""
"passed","Tue Jan 31 15:11:29 GMT 2023","Tue Jan 31 15:11:31 GMT 2023","1686","tests","test_aqua","","","","test_go_to_acp1_from_aqua",""
"passed","Tue Jan 31 15:11:34 GMT 2023","Tue Jan 31 15:11:35 GMT 2023","959","tests","test_aqua","","","","test_footer_information_aqua",""
