"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Feb 19 22:37:41 GMT 2023","Sun Feb 19 22:37:42 GMT 2023","757","tests","test_gl7","","","","test_footer_information_gl7",""
"passed","Sun Feb 19 22:37:33 GMT 2023","Sun Feb 19 22:37:34 GMT 2023","1360","tests","test_gl7","","","","test_go_to_gl21_from_gl7",""
"passed","Sun Feb 19 22:38:08 GMT 2023","Sun Feb 19 22:38:08 GMT 2023","38","tests","test_main","","","","test_footer_information_main",""
"passed","Sun Feb 19 22:37:29 GMT 2023","Sun Feb 19 22:37:30 GMT 2023","1308","tests","test_gl7","","","","test_go_to_gl7_from_gl7",""
"passed","Sun Feb 19 22:36:40 GMT 2023","Sun Feb 19 22:36:41 GMT 2023","816","tests","test_aqua","","","","test_footer_information_aqua",""
"passed","Sun Feb 19 22:37:02 GMT 2023","Sun Feb 19 22:37:04 GMT 2023","1322","tests","test_gl21","","","","test_go_to_gl21_from_gl21",""
"passed","Sun Feb 19 22:35:52 GMT 2023","Sun Feb 19 22:35:54 GMT 2023","1565","tests","test_acp1","","","","test_go_to_aqua_page_from_acp1",""
"passed","Sun Feb 19 22:37:54 GMT 2023","Sun Feb 19 22:37:55 GMT 2023","774","tests","test_main","","","","test_go_to_aqua_page",""
"passed","Sun Feb 19 22:38:01 GMT 2023","Sun Feb 19 22:38:02 GMT 2023","893","tests","test_main","","","","test_go_to_gl21_page",""
"passed","Sun Feb 19 22:38:10 GMT 2023","Sun Feb 19 22:38:10 GMT 2023","106","tests","test_main","","","","test_up_button",""
"passed","Sun Feb 19 22:36:09 GMT 2023","Sun Feb 19 22:36:10 GMT 2023","778","tests","test_acp1","","","","test_footer_information_acp1",""
"passed","Sun Feb 19 22:36:54 GMT 2023","Sun Feb 19 22:36:56 GMT 2023","1421","tests","test_gl21","","","","test_go_to_aqua_page_from_gl21",""
"passed","Sun Feb 19 22:36:58 GMT 2023","Sun Feb 19 22:37:00 GMT 2023","1353","tests","test_gl21","","","","test_go_to_gl7_from_gl21",""
"passed","Sun Feb 19 22:36:13 GMT 2023","Sun Feb 19 22:36:14 GMT 2023","994","tests","test_acp1","","","","test_up_button_acp1",""
"passed","Sun Feb 19 22:36:16 GMT 2023","Sun Feb 19 22:36:18 GMT 2023","1352","tests","test_aqua","","","","test_click_on_logo_aqua",""
"passed","Sun Feb 19 22:35:57 GMT 2023","Sun Feb 19 22:35:58 GMT 2023","1512","tests","test_acp1","","","","test_go_to_gl7_from_acp1",""
"passed","Sun Feb 19 22:36:47 GMT 2023","Sun Feb 19 22:36:48 GMT 2023","1345","tests","test_gl21","","","","test_click_on_logo_gl21",""
